Participant ID,Condition,Key Pressed,Press Time (s),Release Time (s),Hold Time (s),Flight Time (s),Word Completion Time (s),Typing Speed (Keys/sec),Error Rate (%)
3,1,p,1742183249,1742183249,0.0569,,18.9364,2.38,0
3,1,n,1742183253,1742183253,0.0677,3.9534,18.9364,2.38,0
3,1,e,1742183253,1742183253,0.0929,0.1725,18.9364,2.38,0
3,1,u,1742183253,1742183253,0.0843,0.2014,18.9364,2.38,0
3,1,m,1742183253,1742183253,0.0755,0.3208,18.9364,2.38,0
3,1,o,1742183253,1742183254,0.1208,0.2919,18.9364,2.38,0
3,1,n,1742183254,1742183255,0.1039,1.076,18.9364,2.38,0
3,1,o,1742183255,1742183255,0.1181,0.3228,18.9364,2.38,0
3,1,u,1742183255,1742183255,0.0986,0.4182,18.9364,2.38,0
3,1,l,1742183255,1742183256,0.0994,0.5543,18.9364,2.38,0
3,1,t,1742183256,1742183256,0.1027,0.3127,18.9364,2.38,0
3,1,r,1742183256,1742183256,0.1201,0.3291,18.9364,2.38,0
3,1,a,1742183256,1742183256,0.1646,0.3088,18.9364,2.38,0
3,1,m,1742183256,1742183257,0.0843,0.5877,18.9364,2.38,0
3,1,i,1742183257,1742183257,0.1111,0.403,18.9364,2.38,0
3,1,c,1742183257,1742183257,0.0953,0.3154,18.9364,2.38,0
3,1,r,1742183257,1742183257,0.0985,0.501,18.9364,2.38,0
3,1,o,1742183258,1742183258,0.1193,0.5177,18.9364,2.38,0
3,1,s,1742183258,1742183258,0.1106,0.4857,18.9364,2.38,0
3,1,c,1742183258,1742183258,0.0702,0.2912,18.9364,2.38,0
3,1,o,1742183259,1742183259,0.1047,0.2372,18.9364,2.38,0
3,1,p,1742183259,1742183259,0.0846,0.561,18.9364,2.38,0
3,1,i,1742183259,1742183259,0.1337,0.3292,18.9364,2.38,0
3,1,c,1742183259,1742183259,0.0917,0.3014,18.9364,2.38,0
3,1,s,1742183260,1742183260,0.0982,0.2809,18.9364,2.38,0
3,1,i,1742183261,1742183261,0.1261,1.9012,18.9364,2.38,0
3,1,l,1742183262,1742183262,0.0785,0.6577,18.9364,2.38,0
3,1,i,1742183262,1742183262,0.0926,0.2437,18.9364,2.38,0
3,1,c,1742183262,1742183263,0.0953,0.4566,18.9364,2.38,0
3,1,o,1742183263,1742183263,0.1313,0.3116,18.9364,2.38,0
3,1,v,1742183264,1742183264,0.0691,0.9478,18.9364,2.38,0
3,1,o,1742183264,1742183264,0.0894,0.3175,18.9364,2.38,0
3,1,l,1742183264,1742183264,0.0927,0.305,18.9364,2.38,0
3,1,c,1742183264,1742183264,0.0924,0.2713,18.9364,2.38,0
3,1,a,1742183264,1742183264,0.1238,0.2794,18.9364,2.38,0
3,1,n,1742183265,1742183265,0.0879,0.5317,18.9364,2.38,0
3,1,o,1742183265,1742183265,0.1098,0.3069,18.9364,2.38,0
3,1,c,1742183266,1742183266,0.0891,0.8236,18.9364,2.38,0
3,1,o,1742183266,1742183266,0.1367,0.3794,18.9364,2.38,0
3,1,n,1742183267,1742183267,0.1415,1.1582,18.9364,2.38,0
3,1,i,1742183267,1742183267,0.0755,0.3131,18.9364,2.38,0
3,1,o,1742183267,1742183267,0.127,0.3088,18.9364,2.38,0
3,1,s,1742183268,1742183268,0.0995,0.2945,18.9364,2.38,0
3,1,i,1742183268,1742183268,0.0746,0.2089,18.9364,2.38,0
4,0,p,1742183290,1742183290,0.1136,0.1136,22.9828,1.96,86.67
4,0,n,1742183290,1742183290,0.0872,0.1792,22.9828,1.96,86.67
4,0,e,1742183290,1742183290,0.0613,0.3389,22.9828,1.96,86.67
4,0,e,1742183290,1742183290,0.0436,0.1222,22.9828,1.96,86.67
4,0,u,1742183290,1742183290,0.1714,0.3612,22.9828,1.96,86.67
4,0,m,1742183291,1742183291,0.077,0.077,22.9828,1.96,86.67
4,0,o,1742183291,1742183292,0.1176,0.1695,22.9828,1.96,86.67
4,0,n,1742183294,1742183294,0.1373,2.3677,22.9828,1.96,86.67
4,0,o,1742183294,1742183294,0.1809,0.323,22.9828,1.96,86.67
4,0,u,1742183294,1742183294,0.1375,0.3476,22.9828,1.96,86.67
4,0,l,1742183295,1742183295,0.1327,1.0711,22.9828,1.96,86.67
4,0,t,1742183296,1742183296,0.1541,0.1541,22.9828,1.96,86.67
4,0,r,1742183296,1742183296,0.1601,0.2213,22.9828,1.96,86.67
4,0,a,1742183296,1742183296,0.1182,0.3044,22.9828,1.96,86.67
4,0,m,1742183297,1742183297,0.137,1.3859,22.9828,1.96,86.67
4,0,i,1742183297,1742183297,0.064,0.2526,22.9828,1.96,86.67
4,0,c,1742183298,1742183298,0.1055,0.5268,22.9828,1.96,86.67
4,0,r,1742183298,1742183298,0.1004,0.3285,22.9828,1.96,86.67
4,0,o,1742183298,1742183298,0.1183,0.2425,22.9828,1.96,86.67
4,0,s,1742183300,1742183300,0.1107,2.1257,22.9828,1.96,86.67
4,0,c,1742183300,1742183300,0.1202,0.2336,22.9828,1.96,86.67
4,0,o,1742183300,1742183301,0.1082,0.3598,22.9828,1.96,86.67
4,0,p,1742183301,1742183301,0.1363,0.3995,22.9828,1.96,86.67
4,0,i,1742183301,1742183301,0.0913,0.5398,22.9828,1.96,86.67
4,0,c,1742183301,1742183302,0.1292,0.3399,22.9828,1.96,86.67
4,0,s,1742183302,1742183302,0.1297,0.4471,22.9828,1.96,86.67
4,0,i,1742183303,1742183303,0.1272,1.5641,22.9828,1.96,86.67
4,0,l,1742183303,1742183304,0.1664,0.1664,22.9828,1.96,86.67
4,0,i,1742183304,1742183304,0.1453,0.2999,22.9828,1.96,86.67
4,0,c,1742183304,1742183304,0.1459,0.1459,22.9828,1.96,86.67
4,0,o,1742183304,1742183305,0.1297,0.2416,22.9828,1.96,86.67
4,0,v,1742183305,1742183305,0.1022,0.6092,22.9828,1.96,86.67
4,0,o,1742183305,1742183305,0.1017,0.2393,22.9828,1.96,86.67
4,0,l,1742183306,1742183306,0.1486,1.0272,22.9828,1.96,86.67
4,0,a,1742183307,1742183307,0.1187,1.1429,22.9828,1.96,86.67
4,0,c,1742183308,1742183308,0.1846,1.2863,22.9828,1.96,86.67
4,0,a,1742183308,1742183308,0.1257,0.3706,22.9828,1.96,86.67
4,0,n,1742183309,1742183309,0.1625,0.5068,22.9828,1.96,86.67
4,0,o,1742183309,1742183309,0.1461,0.433,22.9828,1.96,86.67
4,0,c,1742183310,1742183310,0.1908,0.798,22.9828,1.96,86.67
4,0,o,1742183310,1742183310,0.1696,0.1696,22.9828,1.96,86.67
4,0,n,1742183310,1742183311,0.1485,0.2656,22.9828,1.96,86.67
4,0,i,1742183311,1742183311,0.1362,1.062,22.9828,1.96,86.67
4,0,o,1742183312,1742183312,0.1427,0.9608,22.9828,1.96,86.67
4,1,p,1742183337,1742183337,0.1227,0.1227,14.6387,3.07,80
4,1,n,1742183337,1742183337,0.1377,0.1377,14.6387,3.07,80
4,1,e,1742183337,1742183337,0.0974,0.1805,14.6387,3.07,80
4,1,u,1742183337,1742183337,0.1112,0.265,14.6387,3.07,80
4,1,m,1742183337,1742183337,0.1406,0.1406,14.6387,3.07,80
4,1,o,1742183337,1742183338,0.161,0.2625,14.6387,3.07,80
4,1,u,1742183338,1742183338,0.1279,0.7219,14.6387,3.07,80
4,1,l,1742183338,1742183338,0.1811,0.3287,14.6387,3.07,80
4,1,t,1742183338,1742183338,0.1474,0.1474,14.6387,3.07,80
4,1,r,1742183338,1742183339,0.1477,0.1477,14.6387,3.07,80
4,1,a,1742183339,1742183339,0.1192,0.2553,14.6387,3.07,80
4,1,m,1742183339,1742183339,0.1168,0.1168,14.6387,3.07,80
4,1,i,1742183339,1742183339,0.1394,0.1394,14.6387,3.07,80
4,1,c,1742183339,1742183339,0.0977,0.2195,14.6387,3.07,80
4,1,r,1742183339,1742183339,0.1099,0.1099,14.6387,3.07,80
4,1,o,1742183339,1742183339,0.1449,0.2442,14.6387,3.07,80
4,1,s,1742183339,1742183340,0.117,0.3169,14.6387,3.07,80
4,1,c,1742183340,1742183340,0.1375,0.3719,14.6387,3.07,80
4,1,o,1742183340,1742183340,0.1338,0.339,14.6387,3.07,80
4,1,p,1742183340,1742183340,0.1688,0.5149,14.6387,3.07,80
4,1,i,1742183340,1742183341,0.1263,0.3221,14.6387,3.07,80
4,1,c,1742183341,1742183341,0.1474,0.1474,14.6387,3.07,80
4,1,s,1742183341,1742183341,0.1343,0.2686,14.6387,3.07,80
4,1,i,1742183341,1742183342,0.1305,0.7628,14.6387,3.07,80
4,1,l,1742183342,1742183342,0.1377,0.1377,14.6387,3.07,80
4,1,i,1742183342,1742183342,0.1528,0.2481,14.6387,3.07,80
4,1,c,1742183343,1742183343,0.1211,1.2743,14.6387,3.07,80
4,1,o,1742183343,1742183343,0.0954,0.219,14.6387,3.07,80
4,1,v,1742183344,1742183344,0.1048,0.731,14.6387,3.07,80
4,1,o,1742183344,1742183344,0.0967,0.2087,14.6387,3.07,80
4,1,l,1742183344,1742183344,0.0741,0.5591,14.6387,3.07,80
4,1,c,1742183344,1742183345,0.1302,0.479,14.6387,3.07,80
4,1,a,1742183345,1742183345,0.0334,0.1655,14.6387,3.07,80
4,1,n,1742183345,1742183345,0.1343,0.1343,14.6387,3.07,80
4,1,o,1742183345,1742183345,0.1294,0.2371,14.6387,3.07,80
4,1,c,1742183346,1742183346,0.1238,1.2755,14.6387,3.07,80
4,1,o,1742183346,1742183346,0.16,0.16,14.6387,3.07,80
4,1,n,1742183346,1742183346,0.1274,0.2594,14.6387,3.07,80
4,1,i,1742183346,1742183347,0.1476,0.3075,14.6387,3.07,80
4,1,o,1742183347,1742183347,0.1386,0.8345,14.6387,3.07,80
4,1,s,1742183348,1742183348,0.0956,0.5883,14.6387,3.07,80
4,1,i,1742183348,1742183348,0.0845,0.0845,14.6387,3.07,80
4,1,s,1742183348,1742183348,0.0824,0.1566,14.6387,3.07,80
4,1,s,1742183350,1742183351,0.1545,2.8368,14.6387,3.07,80
5,0,[,1742183128,1742183128,0.0858,,17.608,2.56,88.89
5,0,m,1742183128,1742183128,0.0697,0.2993,17.608,2.56,88.89
5,0,e,1742183128,1742183128,0.0923,0.1707,17.608,2.56,88.89
5,0,p,1742183132,1742183132,0.1033,3.9871,17.608,2.56,88.89
5,0,n,1742183132,1742183132,0.1138,0.3114,17.608,2.56,88.89
5,0,e,1742183132,1742183132,0.0806,0.2021,17.608,2.56,88.89
5,0,u,1742183132,1742183133,0.0905,0.2267,17.608,2.56,88.89
5,0,m,1742183133,1742183133,0.1184,0.4227,17.608,2.56,88.89
5,0,o,1742183133,1742183133,0.135,0.4445,17.608,2.56,88.89
5,0,n,1742183133,1742183134,0.0953,0.4538,17.608,2.56,88.89
5,0,o,1742183134,1742183134,0.0943,0.3765,17.608,2.56,88.89
5,0,u,1742183134,1742183134,0.1102,0.6095,17.608,2.56,88.89
5,0,l,1742183135,1742183135,0.1001,0.4716,17.608,2.56,88.89
5,0,t,1742183135,1742183135,0.095,0.8058,17.608,2.56,88.89
5,0,r,1742183136,1742183136,0.0838,0.277,17.608,2.56,88.89
5,0,a,1742183136,1742183136,0.0755,0.1802,17.608,2.56,88.89
5,0,m,1742183136,1742183136,0.1364,0.2978,17.608,2.56,88.89
5,0,i,1742183136,1742183136,0.1103,0.2534,17.608,2.56,88.89
5,0,c,1742183136,1742183136,0.0926,0.2914,17.608,2.56,88.89
5,0,r,1742183137,1742183137,0.1255,0.5456,17.608,2.56,88.89
5,0,o,1742183137,1742183137,0.1317,0.3118,17.608,2.56,88.89
5,0,s,1742183137,1742183137,0.0865,0.3589,17.608,2.56,88.89
5,0,c,1742183137,1742183137,0.0631,0.2564,17.608,2.56,88.89
5,0,o,1742183137,1742183138,0.1146,0.3115,17.608,2.56,88.89
5,0,p,1742183138,1742183138,0.1013,0.4109,17.608,2.56,88.89
5,0,i,1742183138,1742183138,0.0873,0.3436,17.608,2.56,88.89
5,0,c,1742183138,1742183138,0.0732,0.2657,17.608,2.56,88.89
5,0,s,1742183138,1742183138,0.0784,0.2668,17.608,2.56,88.89
5,0,i,1742183139,1742183139,0.1106,0.7385,17.608,2.56,88.89
5,0,l,1742183140,1742183140,0.1109,0.725,17.608,2.56,88.89
5,0,i,1742183140,1742183140,0.1308,0.3666,17.608,2.56,88.89
5,0,c,1742183141,1742183141,0.0716,1.0312,17.608,2.56,88.89
5,0,o,1742183141,1742183141,0.1216,0.1216,17.608,2.56,88.89
5,0,v,1742183141,1742183141,0.1038,0.2045,17.608,2.56,88.89
5,0,o,1742183141,1742183141,0.0974,0.2696,17.608,2.56,88.89
5,0,l,1742183142,1742183142,0.0745,0.8632,17.608,2.56,88.89
5,0,c,1742183143,1742183143,0.1159,0.8896,17.608,2.56,88.89
5,0,a,1742183143,1742183143,0.1,0.2261,17.608,2.56,88.89
5,0,n,1742183143,1742183143,0.091,0.2977,17.608,2.56,88.89
5,0,o,1742183143,1742183143,0.1025,0.3742,17.608,2.56,88.89
5,0,c,1742183144,1742183144,0.0831,0.8438,17.608,2.56,88.89
5,0,o,1742183144,1742183144,0.1053,0.3411,17.608,2.56,88.89
5,0,n,1742183145,1742183145,0.0919,0.3406,17.608,2.56,88.89
5,0,i,1742183145,1742183145,0.1107,0.5959,17.608,2.56,88.89
5,1,p,1742183180,1742183180,0.0253,,4.7767,9.42,91.11
5,1,[,1742183181,1742183181,0.0671,0.4032,4.7767,9.42,91.11
5,1,e,1742183181,1742183181,0.1283,0.3214,4.7767,9.42,91.11
5,1,m,1742183181,1742183181,0.1064,0.299,4.7767,9.42,91.11
5,1,e,1742183182,1742183182,0.1881,1.0279,4.7767,9.42,91.11
5,1,u,1742183182,1742183182,0.1512,0.4601,4.7767,9.42,91.11
5,1,m,1742183182,1742183183,0.1199,0.4763,4.7767,9.42,91.11
5,1,n,1742183183,1742183183,0.1222,0.757,4.7767,9.42,91.11
5,1,s,1742183184,1742183184,0.0687,0.0501,4.7767,9.42,91.11
5,1,i,1742183184,1742183184,0.0478,0.069,4.7767,9.42,91.11
5,1,o,1742183184,1742183184,0.0879,0.0774,4.7767,9.42,91.11
5,1,d,1742183184,1742183184,0.1311,0.1311,4.7767,9.42,91.11
5,1,j,1742183184,1742183184,0.0125,0.0149,4.7767,9.42,91.11
5,1,a,1742183184,1742183184,0.068,0.0484,4.7767,9.42,91.11
5,1,s,1742183184,1742183184,0.0747,0.0551,4.7767,9.42,91.11
5,1,i,1742183184,1742183184,0.0862,0.0341,4.7767,9.42,91.11
5,1,o,1742183184,1742183184,0.0883,0.0382,4.7767,9.42,91.11
5,1,d,1742183184,1742183184,0.1007,0.0827,4.7767,9.42,91.11
5,1,h,1742183184,1742183184,0.0885,0.0885,4.7767,9.42,91.11
5,1,a,1742183184,1742183185,0.1018,0.0712,4.7767,9.42,91.11
5,1,w,1742183184,1742183185,0.0801,0.0767,4.7767,9.42,91.11
5,1,i,1742183184,1742183185,0.0884,0.0863,4.7767,9.42,91.11
5,1,o,1742183184,1742183185,0.0909,0.0909,4.7767,9.42,91.11
5,1,d,1742183185,1742183185,0.0434,0.0267,4.7767,9.42,91.11
5,1,n,1742183185,1742183185,0.0302,0.0302,4.7767,9.42,91.11
5,1,h,1742183185,1742183185,0.0321,0.0356,4.7767,9.42,91.11
5,1,l,1742183185,1742183185,0.029,0.0303,4.7767,9.42,91.11
5,1,i,1742183185,1742183185,0.0642,0.0613,4.7767,9.42,91.11
5,1,u,1742183185,1742183185,0.0649,0.0649,4.7767,9.42,91.11
5,1,a,1742183185,1742183185,0.0764,0.069,4.7767,9.42,91.11
5,1,s,1742183185,1742183185,0.0959,0.013,4.7767,9.42,91.11
5,1,v,1742183185,1742183185,0.0831,0.0862,4.7767,9.42,91.11
5,1,b,1742183185,1742183185,0.0961,0.0961,4.7767,9.42,91.11
5,1,d,1742183185,1742183185,0.022,0.018,4.7767,9.42,91.11
5,1,k,1742183185,1742183185,0.028,0.028,4.7767,9.42,91.11
5,1,j,1742183185,1742183185,0.03,0.032,4.7767,9.42,91.11
5,1,f,1742183185,1742183185,0.061,0.057,4.7767,9.42,91.11
5,1,v,1742183185,1742183185,0.0329,0.0353,4.7767,9.42,91.11
5,1,b,1742183185,1742183185,0.0567,0.0567,4.7767,9.42,91.11
5,1,g,1742183185,1742183185,0.0766,0.0606,4.7767,9.42,91.11
5,1,l,1742183185,1742183185,0.0118,0.0152,4.7767,9.42,91.11
3,0,p,1742183212,1742183212,0.0866,,20.728,2.17,26.67
3,0,n,1742183212,1742183212,0.1048,0.2972,20.728,2.17,26.67
3,0,e,1742183212,1742183213,0.0856,0.2942,20.728,2.17,26.67
3,0,u,1742183213,1742183213,0.0761,0.2376,20.728,2.17,26.67
3,0,m,1742183213,1742183213,0.084,0.4026,20.728,2.17,26.67
3,0,o,1742183213,1742183213,0.1025,0.2611,20.728,2.17,26.67
3,0,n,1742183215,1742183215,0.0984,1.5449,20.728,2.17,26.67
3,0,o,1742183215,1742183215,0.1121,0.2802,20.728,2.17,26.67
3,0,u,1742183215,1742183215,0.0719,0.2721,20.728,2.17,26.67
3,0,l,1742183216,1742183216,0.0982,0.9834,20.728,2.17,26.67
3,0,t,1742183216,1742183216,0.0879,0.3008,20.728,2.17,26.67
3,0,r,1742183216,1742183216,0.1181,0.4105,20.728,2.17,26.67
3,0,a,1742183217,1742183217,0.0962,0.4916,20.728,2.17,26.67
3,0,m,1742183217,1742183217,0.0753,0.3332,20.728,2.17,26.67
3,0,i,1742183217,1742183217,0.0876,0.223,20.728,2.17,26.67
3,0,c,1742183217,1742183217,0.0882,0.2448,20.728,2.17,26.67
3,0,r,1742183217,1742183218,0.0896,0.3269,20.728,2.17,26.67
3,0,o,1742183218,1742183218,0.1011,0.2792,20.728,2.17,26.67
3,0,s,1742183218,1742183218,0.0841,0.2782,20.728,2.17,26.67
3,0,p,1742183218,1742183218,0.099,0.2644,20.728,2.17,26.67
3,0,c,1742183225,1742183225,0.0973,6.9174,20.728,2.17,26.67
3,0,o,1742183225,1742183225,0.0906,0.2389,20.728,2.17,26.67
3,0,p,1742183225,1742183225,0.0603,0.2661,20.728,2.17,26.67
3,0,i,1742183225,1742183225,0.0709,0.2422,20.728,2.17,26.67
3,0,c,1742183226,1742183226,0.1697,0.7684,20.728,2.17,26.67
3,0,s,1742183226,1742183226,0.1079,0.386,20.728,2.17,26.67
3,0,i,1742183227,1742183227,0.0668,1.1023,20.728,2.17,26.67
3,0,l,1742183228,1742183228,0.0776,0.3361,20.728,2.17,26.67
3,0,i,1742183228,1742183228,0.0682,0.2441,20.728,2.17,26.67
3,0,c,1742183228,1742183228,0.0881,0.0881,20.728,2.17,26.67
3,0,o,1742183228,1742183228,0.0981,0.1765,20.728,2.17,26.67
3,0,o,1742183230,1742183230,0.1104,1.7661,20.728,2.17,26.67
3,0,l,1742183230,1742183230,0.1142,0.4756,20.728,2.17,26.67
3,0,c,1742183230,1742183230,0.0988,0.447,20.728,2.17,26.67
3,0,a,1742183230,1742183231,0.1256,0.2752,20.728,2.17,26.67
3,0,n,1742183231,1742183231,0.0707,0.245,20.728,2.17,26.67
3,0,o,1742183231,1742183231,0.1057,0.287,20.728,2.17,26.67
3,0,c,1742183231,1742183231,0.1216,0.3226,20.728,2.17,26.67
3,0,o,1742183231,1742183231,0.0943,0.256,20.728,2.17,26.67
3,0,n,1742183231,1742183232,0.1026,0.4281,20.728,2.17,26.67
3,0,i,1742183232,1742183232,0.0856,0.4182,20.728,2.17,26.67
3,0,o,1742183232,1742183232,0.1198,0.3489,20.728,2.17,26.67
3,0,s,1742183232,1742183232,0.1197,0.3573,20.728,2.17,26.67
3,0,i,1742183232,1742183233,0.1101,0.2759,20.728,2.17,26.67
6,0,p,1742183390,1742183390,0.0967,,33.4983,1.34,64.44
6,0,n,1742183391,1742183391,0.0987,0.4557,33.4983,1.34,64.44
6,0,e,1742183391,1742183391,0.1106,0.4311,33.4983,1.34,64.44
6,0,u,1742183392,1742183392,0.0915,1.1872,33.4983,1.34,64.44
6,0,m,1742183394,1742183394,0.0968,1.7751,33.4983,1.34,64.44
6,0,o,1742183394,1742183394,0.1062,0.2865,33.4983,1.34,64.44
6,0,n,1742183394,1742183394,0.1453,0.3046,33.4983,1.34,64.44
6,0,o,1742183394,1742183394,0.1403,0.288,33.4983,1.34,64.44
6,0,u,1742183394,1742183395,0.0902,0.3008,33.4983,1.34,64.44
6,0,l,1742183397,1742183397,0.0802,2.447,33.4983,1.34,64.44
6,0,t,1742183398,1742183398,0.0741,1.3858,33.4983,1.34,64.44
6,0,r,1742183398,1742183398,0.0922,0.2567,33.4983,1.34,64.44
6,0,m,1742183399,1742183399,0.0558,0.3786,33.4983,1.34,64.44
6,0,a,1742183400,1742183400,0.1238,1.8208,33.4983,1.34,64.44
6,0,m,1742183400,1742183401,0.0926,0.2925,33.4983,1.34,64.44
6,0,i,1742183401,1742183401,0.1064,0.2919,33.4983,1.34,64.44
6,0,s,1742183401,1742183401,0.1636,0.3126,33.4983,1.34,64.44
6,0,c,1742183401,1742183401,0.1306,0.3575,33.4983,1.34,64.44
6,0,r,1742183402,1742183402,0.0843,0.6364,33.4983,1.34,64.44
6,0,o,1742183405,1742183405,0.0988,3.3354,33.4983,1.34,64.44
6,0,p,1742183405,1742183405,0.1132,0.3616,33.4983,1.34,64.44
6,0,i,1742183405,1742183405,0.0906,0.3401,33.4983,1.34,64.44
6,0,c,1742183406,1742183406,0.231,0.231,33.4983,1.34,64.44
6,0,s,1742183406,1742183406,0.174,0.3612,33.4983,1.34,64.44
6,0,i,1742183407,1742183407,0.083,1.1988,33.4983,1.34,64.44
6,0,l,1742183408,1742183408,0.107,0.817,33.4983,1.34,64.44
6,0,i,1742183408,1742183408,0.0862,0.3213,33.4983,1.34,64.44
6,0,c,1742183408,1742183408,0.1446,0.4971,33.4983,1.34,64.44
6,0,o,1742183408,1742183409,0.1062,0.4152,33.4983,1.34,64.44
6,0,v,1742183409,1742183409,0.1066,0.6016,33.4983,1.34,64.44
6,0,o,1742183409,1742183409,0.0817,0.229,33.4983,1.34,64.44
6,0,l,1742183409,1742183409,0.1127,0.3244,33.4983,1.34,64.44
6,0,c,1742183410,1742183410,0.1728,0.1728,33.4983,1.34,64.44
6,0,a,1742183410,1742183410,0.1374,0.2173,33.4983,1.34,64.44
6,0,n,1742183410,1742183410,0.1384,0.3157,33.4983,1.34,64.44
6,0,o,1742183410,1742183410,0.1071,0.3639,33.4983,1.34,64.44
6,0,v,1742183411,1742183411,0.0775,0.6129,33.4983,1.34,64.44
6,0,c,1742183411,1742183412,0.1184,0.7712,33.4983,1.34,64.44
6,0,o,1742183412,1742183412,0.1098,0.2489,33.4983,1.34,64.44
6,0,n,1742183412,1742183412,0.1001,0.2899,33.4983,1.34,64.44
6,0,o,1742183412,1742183412,0.0603,0.2458,33.4983,1.34,64.44
6,0,s,1742183417,1742183417,0.0695,5.1991,33.4983,1.34,64.44
6,0,i,1742183417,1742183417,0.0805,0.0805,33.4983,1.34,64.44
6,0,s,1742183417,1742183417,0.0984,0.1338,33.4983,1.34,64.44
6,0,p,1742183444,1742183444,0.0985,,19.1208,2.35,17.78
6,0,n,1742183444,1742183445,0.1366,0.4081,19.1208,2.35,17.78
6,0,e,1742183445,1742183445,0.1048,0.279,19.1208,2.35,17.78
6,0,u,1742183445,1742183445,0.0998,0.2112,19.1208,2.35,17.78
6,0,m,1742183445,1742183445,0.0909,0.3751,19.1208,2.35,17.78
6,0,o,1742183445,1742183445,0.1265,0.3864,19.1208,2.35,17.78
6,0,n,1742183447,1742183447,0.1063,1.9862,19.1208,2.35,17.78
6,0,o,1742183447,1742183447,0.1254,0.3607,19.1208,2.35,17.78
6,0,u,1742183448,1742183448,0.0878,0.3285,19.1208,2.35,17.78
6,0,l,1742183449,1742183449,0.0884,1.3967,19.1208,2.35,17.78
6,0,t,1742183449,1742183449,0.0645,0.3286,19.1208,2.35,17.78
6,0,r,1742183449,1742183449,0.0832,0.2292,19.1208,2.35,17.78
6,0,a,1742183450,1742183450,0.1227,0.412,19.1208,2.35,17.78
6,0,m,1742183450,1742183450,0.1117,0.5825,19.1208,2.35,17.78
6,0,i,1742183450,1742183450,0.104,0.3177,19.1208,2.35,17.78
6,0,c,1742183451,1742183451,0.1246,0.7786,19.1208,2.35,17.78
6,0,r,1742183451,1742183451,0.1064,0.3392,19.1208,2.35,17.78
6,0,o,1742183451,1742183451,0.1007,0.3042,19.1208,2.35,17.78
6,0,s,1742183451,1742183452,0.1555,0.1555,19.1208,2.35,17.78
6,0,c,1742183452,1742183452,0.1448,0.2461,19.1208,2.35,17.78
6,0,o,1742183452,1742183452,0.1005,0.7672,19.1208,2.35,17.78
6,0,p,1742183452,1742183453,0.1047,0.2937,19.1208,2.35,17.78
6,0,i,1742183453,1742183453,0.0856,0.2953,19.1208,2.35,17.78
6,0,c,1742183453,1742183453,0.1353,0.4779,19.1208,2.35,17.78
6,0,s,1742183454,1742183454,0.0882,0.7726,19.1208,2.35,17.78
6,0,i,1742183455,1742183455,0.0911,1.3268,19.1208,2.35,17.78
6,0,l,1742183455,1742183455,0.1017,0.3325,19.1208,2.35,17.78
6,0,i,1742183455,1742183455,0.0878,0.3317,19.1208,2.35,17.78
6,0,c,1742183458,1742183458,0.1161,2.2457,19.1208,2.35,17.78
6,0,o,1742183458,1742183458,0.1024,0.4942,19.1208,2.35,17.78
6,0,v,1742183459,1742183459,0.0763,0.8775,19.1208,2.35,17.78
6,0,o,1742183459,1742183459,0.092,0.2938,19.1208,2.35,17.78
6,0,l,1742183459,1742183459,0.126,0.43,19.1208,2.35,17.78
6,0,c,1742183460,1742183460,0.1834,0.1834,19.1208,2.35,17.78
6,0,a,1742183460,1742183460,0.1382,0.2433,19.1208,2.35,17.78
6,0,n,1742183461,1742183461,0.1106,0.439,19.1208,2.35,17.78
6,0,o,1742183461,1742183461,0.1306,0.3926,19.1208,2.35,17.78
6,0,n,1742183462,1742183462,0.1082,0.9236,19.1208,2.35,17.78
6,0,c,1742183462,1742183462,0.1003,0.3553,19.1208,2.35,17.78
6,0,o,1742183462,1742183462,0.1261,0.2477,19.1208,2.35,17.78
6,0,n,1742183462,1742183462,0.0997,0.3453,19.1208,2.35,17.78
6,0,i,1742183463,1742183463,0.0759,0.5565,19.1208,2.35,17.78
6,0,o,1742183463,1742183463,0.0909,0.2885,19.1208,2.35,17.78
6,0,s,1742183463,1742183463,0.1043,0.2344,19.1208,2.35,17.78
2,0,p,1742183629,1742183629,0.0898,,25.7147,1.75,0
2,0,n,1742183629,1742183630,0.0979,0.5526,25.7147,1.75,0
2,0,e,1742183630,1742183630,0.1111,0.2499,25.7147,1.75,0
2,0,u,1742183630,1742183630,0.0972,0.2294,25.7147,1.75,0
2,0,m,1742183631,1742183631,0.1632,0.1632,25.7147,1.75,0
2,0,o,1742183631,1742183631,0.1333,0.2432,25.7147,1.75,0
2,0,n,1742183631,1742183631,0.1203,0.1203,25.7147,1.75,0
2,0,o,1742183631,1742183631,0.1272,0.2346,25.7147,1.75,0
2,0,u,1742183633,1742183633,0.081,1.6775,25.7147,1.75,0
2,0,l,1742183633,1742183633,0.0908,0.3085,25.7147,1.75,0
2,0,t,1742183633,1742183633,0.0782,0.2856,25.7147,1.75,0
2,0,r,1742183633,1742183633,0.095,0.2562,25.7147,1.75,0
2,0,a,1742183634,1742183634,0.1635,0.4647,25.7147,1.75,0
2,0,m,1742183635,1742183635,0.1346,1.087,25.7147,1.75,0
2,0,i,1742183635,1742183635,0.0866,0.2233,25.7147,1.75,0
2,0,c,1742183635,1742183635,0.0881,0.2793,25.7147,1.75,0
2,0,r,1742183636,1742183636,0.0774,1.2395,25.7147,1.75,0
2,0,o,1742183636,1742183636,0.13,0.3287,25.7147,1.75,0
